player_id,player_name,team_id,player_role
59463394,Leostyle^^!,8375259,Mid
81306398,KJ,1061269,Support
84853828,Kingrd,1061269,Core
85312703,hyko,8118197,Core
85937380,4dr <3 Déia,1061269,Mid
86818655,nuages,8118197,Support
86822085,Costabile,1061269,Core
88611330,mini,8118197,Mid
100758751,Prada,8375259,Support
117089283,Panda,8255756,Support
117956848,tavo,1061269,Core
119631156,stingeR,8254400,Support
123953528,Robo-Z,8702318,Mid
125995177,Gardιck 鬼,7119077,Support
131303632,4nalog <01,7119077,Mid
133167741,Mr.Jeanssss,8118197,Mid
138177198,Vitaly 誇り,7119077,Core
143786911,Adrian <,8375259,Core
145372258,Hermit,8702318,Core
153836240,C.smile <,8255756,Mid
155162307,Knight~,7391077,Core
155332459,Matthew,8255756,Support
157989498,Scofield,8254400,Support
164685175,K1 tqmD,8254400,Core
186837494,Mjz,7391077,Support
191290281,Lumière,7119077,Core
216278662,MonHty,8702318,Support
248180032,Michael~,7391077,Support
292921272,Wisper,8255756,Core
303673743,Cucahook,8702318,Core
308163407,ILICH-,7391077,Core
329589381,Kiri <,8375259,Support
339235645,Pakazs,8255756,Core
352545711,DarkMago♡,8254400,Mid
383867949,SLATEM$,7391077,Mid
407321629,Devil,8375259,Core
408729743,Sacred,8254400,Core
859615206,Luis,8702318,Support
916319073,grpx1 <01,8118197,Support
1031547092,Elmisho,7119077,Support
