player_id,player_name,team_id,player_role
9403474,yamich,1883502,Support
56351509,DM,1883502,Core
187758589,illias,1883502,Support
331855530,Pure,1883502,Core
480412663,gpk~,1883502,Mid
113331514,Miposhka,7119388,Support
256156323,Mira,7119388,Support
302214028,CoLLapse,7119388,Core
321580662,YATOROGOD,7119388,Core
431770905,TORONTOTOKYO,7119388,Mid
93817671,Malady,7422789,Support
103850210,Limitless,7422789,Core
171262902,医者watson`,7422789,Core
185996267,Gilgir,7422789,Support
439345730,re1bl,7422789,Mid
73401082,Dukalis,8261648,Support
127530803,young G,8261648,Mid
150748346,krylat (⌐■_■),8261648,Core
197547532,Astral,8261648,Support
203351055,Malik,8261648,Core
